text,label_words,label,predicted_labels
경상도나.. 전라도나... ㅋㅋㅋㅋ,Origin,[7],['1']
#@# 왜 믿는 거냐? 누가봐도 사이빈데 개 신기하네 빡머갈이 실환가,CENSURE,[1],['1']
북엇국이나 끓이는 삶이 딱이다 ㅋㅋㅋ,VIOLENCE,[10],['1']
저런 것들은 정신병원에 쳐넣어야지 뭔 생각으로 애 옆에 붙여둬,Disabled,[4],['1']
불륜하는 사람들 진짜 청승맞고 구질구질함.,CENSURE,[1],['1']
저거 구라다 등신들아 선동당하지마라,profanity,[2],['1']
급식충보다 알바가더 ㅈ됨...빨간줄에 벌금,Age,[9],['1']
시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 드립학원 어디다니냐 ㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2],['1']
목사 새끼들은 저거 유행지나서 안하는거 아니냐? 개독들이 이슬람 욕할 자격이없지 ㅋㅋㅋ 종교충들 극혐,Religion,[6],"['1', '9']"
요즘 목사들 하루에도 몇 건씩 건수를 올리네.. 암튼 대단해요 이사회에 암덩어리들인건 분명한것같아요..,Religion,[6],"['1', '9']"
저 여자는 자기도 잘난거 하나 없는데 다른 참가자 엄청 공격하네,CENSURE,[1],['1']
너 더 맞을래,VIOLENCE,[10],['1']
어차피 빨갱이한테 나라먹힐꺼고 무슬람 좆족 똥남아들도 본국안가고 버티면 여기서 학살당하니까상관없다,"Racism, Religion","[5, 6]",['1']
죽기 직전의 상폐같은데 저게 진짜 중학생와꾸노? 걍 재기하면 좋겠노,Age,[9],"['1', '9']"
김태희랑 사귀어도 전원주랑 바람 피우는 것이 남자다,IMMORAL_NONE,[0],['1']
저런 저능아 아이큐가 꼭 아등바등 남 탓 지림,Disabled,[4],['1']
너 진짜 똑똑하다ㅋㅋ,SEXUAL,[11],['1']
존나 못생겼다,Appearance,[3],['1']
쿡제사회의 의무 같은소리하네 어우 씨발,profanity,[2],['1']
너가 침대에 누워 있는거 보니까 같이 누워서 너랑 즐겁고 뜨거운 시간 보내고 싶다,SEXUAL,[11],['1']
돌았네ㅡ걍 사형시키라ㅡ미친 ㄴ,profanity,[2],['1']
저 경찰들 알고있을 듯 하지만 귀찮으니깐 모르는척하고있는거임 저런 견찰들 많음,CENSURE,[1],['1']
똥꼬충 더럽다 역겹다 웩,Gender,[8],['1']
그냥 미사일 날려도 또 play for 이지랄 하겠지 ㅋㅋㅋ,profanity,[2],['1']
꼰대 늙은 사쿠랴홍은 정치계에서 은퇴해주셩… 쭈그리 할아버지같아… 넘 구태스런 저질 정치인,Age,[9],['1']
요즘엔 채식주의자가 늘어나고 있다던데 의지가 대단하다. 먹을 수 있는게 한정되있을  텐데 괜찮으려나,IMMORAL_NONE,[0],"['1', '9']"
"어, 30대 초라는데, 무슨 나이 50먹은 아주머니 같냐?",CENSURE,[1],['1']
넌 랩이 빠르기만 하고 진짜 못해,CENSURE,[1],['1']
경상도 존나 유쾌하넼ㅋㅋㅋㅋㅋㅋㅋㅋ 시밬ㅋㅋㅋ,profanity,[2],['1']
나도 기독교 이지만 오라고 한다고 교회를 가는 성도들도 참 한심하다 이해가 안되는 시츄에이션 입니다,Religion,[6],['1']
상관없어. 너를 지옥으로 보낼 수만 있다면.,VIOLENCE,[10],['1']
여자: 이쁜년 vs 못생긴년 // 남자: 보빨잘하는놈 vs 보빨못하는놈,Appearance,[3],['1']
아몬 카구네 이단계가 좀 충격적이게존나 못생겼는데,Appearance,[3],['1']
야 왜 하나님만나서 얘기안하면. 신앙에해끼친다하지?  만나러가라.다같이.,Religion,[6],['1']
일베에 암거하고있는 좃족 홍어들도 모두 소탕시켜주세요 아멘,"Racism, Origin","[5, 7]",['1']
이과생이 후임으로 들어오니깐 확실히 편하긴 하던데,IMMORAL_NONE,[0],['1']
원래 교회가 자기들이 그러함을 알면서도 그렇게 추악했음을 늦게나마 자인한것 ^ 돈벌래 목사들 스스로 목회자라 성서럽게 칭하며。。뜻 있는 시민들 모두 교회가 부패했음을 알고 교회를 떠난이들 많았음 .,Religion,[6],"['1', '9']"
세상에 무슬림+짱깨라니 핵전쟁나면 제일먼저 위구르에 핵 날려야겠노....,"Racism, Religion","[5, 6]",['1']
냄저 아니랄까봐 능력은 부족허지만 개념은 올바로 장착됐내요... 이정도 개념이면 집에서 조신하게 배워온 각이니 와꾸도 봐줄만 할거고... 봊빨시킴직한 참된 자지내요,Appearance,[3],"['1', '9']"
그래 잘됐으면 좋겠다 ~~인간적으로 너무 못생겼다ㅠ,Appearance,[3],['1']
펨코 애들 #@인간및인간집단.인물.정치인.남성# 때는 오지게 시끄럽더만 #@인간및인간집단.인물.정치인.남성# 때는 귀신 같이 조용하네,CENSURE,[1],['1']
근친간의 성행위ᆞ동성간의 성행위ᆞ짐승과의 성행위 ᆞ너희는 이 같은 가증한 풍속들을 하나도 시행하지 말며 그들로 인해 너희를 더럽히지 말라 나는 창조주 여호와니라~레위기 18장,Gender,[8],"['1', '9']"
제가 님 존물받이 해도 그런말 할거에요?,SEXUAL,[11],['1']
저기 비만 어쩌구 나온거보니..저 주작일베남충은 심한 비만에 굴러다니는 소세지인거..참 잘 알겠다,Appearance,[3],"['1', '9']"
야아~ 기분좋다~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 짱깨들 운지하盧짱깨들이랑 저새끼들이랑 전쟁나서 싹 다 노짱이나 따라갔으면 좋겠다 ㅋㅋㅋㅋ,Racism,[5],['1']
시발 문재인 ooo랑 그 똘마니 빨갱이 틀딱들 진짜 ooo,Age,[9],['1']
후장팔이 똥꼬충 좆물받이^느^,Gender,[8],['1']
무슨 소리야. 누굴 바보로 아나,VIOLENCE,[10],['1']
분명 귀두도 핑크일듯 ㅜㅜ,SEXUAL,[11],['1']
청소좀 해. 방이 돼지우리 같아.,VIOLENCE,[10],['1']
너 깐족거리는 입 어찌되나보자!,VIOLENCE,[10],['1']
ㅈ까는 소리하네 ㅋㅋ 걔네가 하는 땜질이랑 노가다 김씨 땜질이랑 같냐고 니 말하는게 지잡대 까니까 지잡대 재학생이 의대생은 공부 잘하거든? 이거란 똑같은 소리임,Education,[1],['1']
지잡대라도 가는 게 개돼지가 아니고 뭐냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Education,[1],"['1', '5']"
규제 때문이라는데 대신 쫙 붙는 옷이라 훨씬 더 상상력 자극돼,SEXUAL,[11],['1']
애초에 한남콘은 피부 표현을 안해놨노이기 더 못생긴놈들많은데 평균치가 노무 높았노,Appearance,[3],['3']
"지적장애(정신지체)는 18세 이전에 발생하는 장애로, 지적, 언어적 능력에 뚜렷한 제한이 있고 일상생활에 제한이 있다. 하지만 지적장애 자체가 질병은 아니다.",IMMORAL_NONE,[0],['4']
아가리 찢어지고 싶지?,VIOLENCE,[10],['1']
죽기직전까지 와꾸가 상폐한거 같은데 이참에 죽이자이기^문^,Age,[9],"['1', '3']"
어쭈 이것봐라?,VIOLENCE,[10],['0']
저렴히왜구소식은 관심없다,Racism,[5],['5']
저 시간에 전라도애들은 죽창으로 미군 찌르는 훈련을 하고 있겠지,Origin,[7],['7']
ㅂㅅ 인증ㅋㅋ,profanity,[2],['5']
더러운 개쌍도놈들 ㅉㅉ,Origin,[7],['7']
그냥 다들 순교나 해 버리지 뭐하러 살아돌아왔어 ㅠ,Religion,[6],['5']
에이 ㅆㅂ 장애인같은 색기들이 게임을 저따위로 하니까 그러지...너도 열라 구리게 하던데,Disabled,[4],['0']
진짜 못생기긴 더럽게 못생겼다.서울대 안나왔으면 어쩔뻔 봤냐??...,Appearance,[3],['3']
ㅋㅋㅋ 이준석이나 까지마라 대깨윤들 너희 틀리들 평생 야당으로 남기싫으면 젊은세대 한테 넘겨라 맨날 좌파 우파 편가르기 하지말고 대깨문이나 대깨윤이나 정신넋빠진 늙은이들,Age,[9],['9']
그리스에서 큰 것들이랑 재미나게 놀아라.,SEXUAL,[11],['5']
뭘 또 일반인 보고 발정나서 주소 어쩌고 저쩌고,SEXUAL,[11],['1']
물린 저능아 ㅎㄱ들이 하도 많아서 오래 버티는 거짘ㅋㅋ,Disabled,[4],['4']
이렇게 쉬운것도 암기가 안되는거보니까 난 머리가 나쁜거같아,IMMORAL_NONE,[0],['1']
수현이 못생겼네,Appearance,[3],"['3', '5']"
지방에는 아직도 신분제가 살아있노 ㅉㅉ,CENSURE,[1],['0']
깜둥이라는 말은 쓰지 말자,IMMORAL_NONE,[0],['5']
조선족? 아니죠 ㅋㅋㅋ 좆족 이 맞는 표현입니다,Racism,[5],['5']
쌍도남들 지네 말 좆본에서 책으로 나왔다고 좁은 어깨 으쓱거리는 꼬락서니가 눈에 선하노,Origin,[7],['7']
"한국말고 다시 태어나고픈 국가? 갓양남으로 태어나는게 더 이득,똥송 종자들은 개밥도 아니고 국에 밥말아 쳐 먹고 쌀과 함께~ 이미 글렀어",Racism,[5],['5']
ㅇㅇ 오늘 한 네 명 따먹을 거다,SEXUAL,[11],"['1', '9']"
일 핑계로 둘이 만나서 희희덕거리면 재미본게 언제부터야?,SEXUAL,[11],['1']
어린 아이들은 아직 정체성이 자리잡지 못 했기 때문에 어른들을 따르고 존경하며 어른들의 말을 듣는 것은 당연하다.,IMMORAL_NONE,[0],['9']
이번 남중생 집단자위도 대전,Origin,[7],['5']
"넌 로리충 쓰레기라서 그렇지, 여자는 엉덩이가 두툼해야 먹을 맛이 나.",SEXUAL,[11],['1']
생긴 건 서양인데 대가리는 동남아 ㅂㅂㅂㄱ,Racism,[5],['5']
무한도전 멤버 싹 갈아야 한다는 새끼들 특징=거기서 유재석은 쏙 빼버림 ...아나운서 놀이로 무한도전을 시사교양 프로그램으로 만든 인간을 먼저 짜르는게 순서 아닌가? 유줌마 티를 그렇게 내고 싶냐? 전능한 유느님이 기생충들한테 양분 빨리고 있다고 굳게 믿는 정신병자들.,Disabled,[4],['0']
"친구가 고민하길래 대학 진학에 대해서 긍정적으로 말해줬지만, 사실 대학에대한 어떤 로망을 가진것 같아서 더 자세히는 말해줄수 없었다.",IMMORAL_NONE,[0],"['0', '1']"
무슬림 여성 테러범들 중에 니캅 안쓴 여자가 단 한명도 없었다. 쫒겨나도 싸고 추방당해도 싸다.,Religion,[6],"['5', '6']"
애미뒤진새끼들이 관심못받고 자라서 욕하고 그런거니까 너가 이해해줘야한다.,profanity,[2],['1']
다문화 검머외 부대로 가노 아니면 그냥 일반 부대로 가노,Racism,[5],['5']
ㄴㄴ 적화되면 전라도에 가장많은 학살이일어날걸한번배신한자는 또다시 배신한단걸 알기때문이지김정일이 적화통일하면 전라도1천만 죽여야한다고 말했는데,Origin,[7],['7']
ㅅㅂㅅㅂㅅㅂ,profanity,[2],['4']
어데서 창남이 고개 빳빳이 들고... 상폐라서 생체 딜도로도 못 쓰겠노,Age,[9],"['5', '9']"
나 똥꼬충인데 개꼬시다 ㅋ,Gender,[8],['8']
아 진짜 장애인들한테 배려 해주지도 마. 지들이 어렸을 때부터 누가 불쌍해서 도와주니까 그게 당연하다고 여김,Disabled,[4],['1']
동성애는 그냥 정신질환일뿐환자로 대하면 된다.,Gender,[8],['8']
그런 애한테 뭐가 좋다고 계속 뭘 해주냐,CENSURE,[1],['1']
후팔 1호선이노,profanity,[2],['0']
착짱죽짱!!!,Racism,[5],['5']
"채용부터 업무 담당, 승진도 남녀 상관 없이 능력만 있는 사람에게 기회가 주어지는게 회사한테도 더 이익이지.",IMMORAL_NONE,[0],['1']
페이지뷰가 많아야 광고가 발생하고 서버유지가 가능한거지.. 성인인증하면 급식충만 안올까?,Age,[9],['9']
이미 씨쓰리피오 게이새끼 한체 나오지 않음?,Gender,[8],['8']
교회들이 미쳐가는구나 신은 없다 옛날에 교회에서 통성기도하고 나면 속이 시원한게 성령이 역사한 줄 알았다 개뿔~~ 뭐든 소리치고 나면 후련하더라,Religion,[6],['6']
무슬림이 테러하고 무슬림은 무시하고,"Racism, Religion","[5, 6]","['5', '6']"
정말 드럽게 못생겼다,Appearance,[3],['3']
그건 걍 젠신병자인듯 어차피 그게 그거지만 현실에서 보면 진짜 티가 안날수가 없노 글고 왜 죄다 저렇게 나를 쳐다보노ㅋㅋㅋㅋ앵나 빤히 내가 지 정체 아니까 부랄떨려서 그런듯,Gender,[8],['8']
복잡하지않다. 이슬람 국가들의 현실과 무슬림들이 저지르는 폭력과 그들에 의한 인권 탄압을 보면 멀리하고 경계해야하는 이유가 명백해진다.,"Racism, Religion","[5, 6]","['5', '6']"
전라도로 이주한 경상도 짓임 ^~^*,Origin,[7],['7']
시팔새끼들이 말하는 뽄새보이 밥빌어 쳐묵겄다 정권바뀌니 저거세상인줄 아네,profanity,[2],['2']
개좆같이못생겼다던데요 빨간약,Appearance,[3],['1']
한녀들 존나웃기네 그알에서 악플 쓴 성별 대다수가 여자라고 나왔는데 병주고 약주고 악플쓰더니 이젠 그러지말라고 ㅋㅋ걸스캔두애니띵이라 사람 잘죽여 칼만 안들었지 얼굴자체가 흉기네,Appearance,[3],['0']
술 맛을 모르면 어른이 아니지.,IMMORAL_NONE,[0],['9']
내가 너거집 문뿌수고 무단침입 한번 해줄게,VIOLENCE,[10],"['1', '9']"
거지도 아니고 만날때마다 밥 타령이니,CENSURE,[1],['1']
돈고춘은 뒤져도 돼!,Gender,[8],"['5', '9']"
솔직히 엄마 일도안닮음...못생긴 여자 추성훈인데,Appearance,[3],['3']
경상도 애들이 제일 호구인듯 ㅋㅋ,Origin,[7],['7']
대전사는 라도같다,Origin,[7],['7']
그런 애들은 평소부터도 더럽게 입고 사는 애들임 으 그냥 역겨워 나가서 죽었으면 좋겠어,CENSURE,[1],['1']
김대수 저새끼 보나마나 호남충 아니 미국 영국 유럽 일본 등 멀쩡한 나라들 고객을 유치할 생각은 안 하고 왜 좆같은 짱개 개슬람 같은 것들을 유치하려고 하지? 좌빨인가?,Religion,[6],"['5', '6']"
개극혐 시발ㅋㅋㅋ쳐녀막 땃어,Appearance,[3],['1']
갓럼프가 되야지만검머외 개새끼들 조질수있음,Racism,[5],['0']
먹버하려고 많이 꼬일걸,SEXUAL,[11],['5']
그럼 너는 그 생각 없이 말하는 건 니네 엄빠한테 물려받은 거냐?,CENSURE,[1],['1']
너는 아직 어리니깐 조금 양보해도 되지 않겠어?,IMMORAL_NONE,[0],['1']
못생긴애들 방송 안조는데 기사화까지?,Appearance,[3],['3']
보는 애들도 노답인데 애초에 보여 줄 생각하는 게 노답 같음 ㅋㅋㅋ,CENSURE,[1],['1']
장애 몇 급을 받든 너보단 아래겠지.,Disabled,[4],['0']
근데 남녀가 한명씩만들어지면 다근친아니냐그리고 성경보면 무슨 일주일만에 우주를 창조했다는데우주는 빅뱅이론으로봤을때 3분만에 만들어진거아니냐존나 무교일수밖에없는게 저런 헛소리를 믿을수가없다,Religion,[6],['0']
아 참 새끼 말 진짜 안통하네 내가 맘 먹으면 너같은거 하나 이런데서 잘리게 하는건 일도 아니라니까?,VIOLENCE,[10],['2']
미국강아지들은 중국기사 돌아다니면서 멍멍거리네,Racism,[5],['5']
근데 뭘해도 일베할배들보단 정상,Age,[9],['0']
간호사복입은 거 보면 완전 꼴리더라.,SEXUAL,[11],['5']
장애인이냐? 정신나갔어?,Disabled,[4],['0']
쇠사슬로 영원히 묶어버리는 수가 있어,VIOLENCE,[10],['0']
무슨 개나 소나 목사래!,Religion,[6],['6']
교회 는 다니지마라 목사들 하는거보면 사이비종교,Religion,[6],['6']
오협이누구냐대체진짜인지도없는사람이네정소영은잠수탓다나타나서이쁜척연기하고있네ㅋ황금빛은여자들은진짜다못생김 그누구딸이그나마이쁨,Appearance,[3],['0']
또 586이야??? 징글징글하네,Age,[9],['5']
면상 보고도 니들이 그렇게 말할수 있을까 병신들아 그냥 가만히 쫌 있어라 개 찌질이들아 복귀 안한다는데 왜이리 시끄러,Appearance,[3],['2']
다같이 콱 디져버리게 다 !!,VIOLENCE,[10],['1']
미래에서는 여성이 돈을 더 잘 버는 세상이 랍니다.,IMMORAL_NONE,[0],"['1', '9']"
ㅂㅅ 들이 추잡하기 짝이 없는 ㅅㄲ 들이였네 .뭐 저런것들이 다있노 ㅉㅉ,Disabled,[4],"['4', '5']"
똥꼬충도 싫지만 가위치기메갈년들도 싫다.,Gender,[8],['1']
일본처럼 항시 순찰하며 불법체류자들 추방종하자 거기에 외국인 통장 못만들게해라,Racism,[5],['5']
그냥 머리 달고 그렇게 살꺼면 몸이나 파셈 그게 니 출세길임 ㅋㅋ,SEXUAL,[11],['1']
황하나도 정신 병신 뽕쟁이믹키유천은 변기유천 뽕쟁이,Disabled,[4],['0']
그냥 한석원쌤 같은 리버스 투블럭 틀딱들만 보다가 얼굴 좀 예쁜 여자쌤이 가르치니 한남들 발정나서 보는거임,Appearance,[3],"['1', '9']"
학력에 상관없이 블라인드로 많이 뽑던데..,IMMORAL_NONE,[0],['1']
그래서 매직 봉의 돌기가 얼마나 님을 돌게 환상적이길래 남친도 안 만들고 질 쑤시면서 밤마다 엉엉 우는 거임?,SEXUAL,[11],['1']
트젠들 의상도착자 맞노 조팔 ㅋㅋ,Gender,[8],['1']
꼭 똥꼬팬티입고 퀴어축제를 해야하나요? 당신들 자식이 소중하듯 내자식도 소중합니다.,Gender,[8],['8']
이게 주작이 아니라고?씨발...,profanity,[2],['1']
좆노잼 씹틀딱새끼들땜에 좆망한 일베 시발,Age,[9],"['1', '9']"
개독은 씨발 믹서기로 갈아도 시원찮을 판에 잘했네 씨발놈들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Religion,[6],['0']
저 쉬낀 지가 회장님이라도 되는 줄 아는거야 벙어리인거야 슈밤바,Disabled,[4],['1']
"미국여행에서 아시안을 무시하는구나 느낌을 많이 받았는데, 살고 계시는 분들은 얼마나 힘드실까요..",IMMORAL_NONE,[0],"['1', '5']"
ㄹㅇ 개극혐이다 ㅋㅋㅋㅋㅋㅋㅋㅋ남자인데페미 도태된 븅신새끼 아님? 나는 학부모 되니깐 여자들이 얼마나 존나 무서운 아동학대범들인지 알게됐다 시발년들,Appearance,[3],['1']
이 개씨발 새퀴들은 평소에 어디 다 숨어있는 것이냐? 지옥에 있다 처 나왔나. 하나같이 개씨발 극혐이네.,Appearance,[3],['5']
요즘엔 학교에서 성별 관계없이 직업을 가질 수 있다고 가르친대.,IMMORAL_NONE,[0],['1']
1년동안 관계해 왔다는대 강간은 아닌거같은대 똥꼬충임원과 오카마연예인이 몰래 사귄거지,Gender,[8],['1']
"내 생각에 일베충들이 이승우 싫어하는건학교다닐때 이승우처럼 생긴애들한테 괴롭힘 당한 탓인거같음사실 일베충들이야 이승우 죽어라 까대지만이승우 와꾸는 현실적으로 찐따 광오후 일게이들 괴롭히던 일진상임사진에서도 키는 작아도 와꾸 때문인지 후달려 보이는 느낌은 없음인터넷 커뮤니티 오래하는애들 99%가 현실에서 좀 동떨어진 찐따들이라서 그런가학창시절, 혹은 현 사회에서 받았던 열등감과 괴로움을 인터넷 뒤에 숨어서 이승우한테 해소하려는 느낌이 강함불쌍한 일베충들...사실 광오후짤만 봤을땐 그 사이에 이승우 들어가면 누가봐도 찐따들 괴롭히는 일진느낌임ㅋㅋㅋㅋㅋ",Appearance,[3],"['1', '3']"
따지고 보면 음식은 죄가 없지ㅋㅋ 그짝새끼들이 홍어를 잘처먹어서 그렇지,Origin,[7],['1']
오늘 시발 어린이날이다 시발!!!!,Age,[9],['1']
제작진들 #@인간및인간집단.인물.방송인.남성# 반응 구린 거 아는데 #@인간및인간집단.인물.방송인.남성# 진짜 눈치 없네ㅋㅋㅋ,CENSURE,[1],['1']
시킨 일 처리해놔라 내일까지. 아니면 평생 기어다닐줄 알아.,VIOLENCE,[10],['1']
그냥 노시개역에 똥남아색기 해버리죠,Racism,[5],['1']
안 때리는 거에 감사한 줄 알아,VIOLENCE,[10],['1']
아무리 공인이기에 행동을 더 조심해야하는건 이해하지만 무슨이유든 성형하는것 까지 대중의 허락을 받아야하는건가요? 휴 진심 피곤하겠네요 구하라씨 ㅜㅜ,Appearance,[3],['3']
#@인간및인간집단.인물.방송인.여성#는 잘 조이나 못 조이나,SEXUAL,[11],['1']
저 장애인 새기 한번 뒷통수 치고 튈까?,Disabled,[4],"['1', '9']"
맞노 좆나 갈대같은놈들이다이기,profanity,[2],['1']
요즘 초딩들 발육 너무 좋더라. 걔들 보고 꼴리는 거 비정상이냐?,Disabled,[4],"['1', '9']"
"""달창 문슬람 대깨문 정신병자 새끼들 대갈통을 확 마""",Disabled,[4],"['1', '5']"
풀발기 가능하냐?,SEXUAL,[11],['1']
아주 글로벌하게 망신살 뻗쳤구나.,CENSURE,[1],['1']
남의 몸에 뭘 하든 뭔 상관이야???? 남이 뭘 입든 몸에 뭘 하든 관심꺼 병신아,profanity,[2],['1']
제대로 얘기 안하면 너인걸로 알고 너 머리채로 뽑아버릴거야,VIOLENCE,[10],['1']
그래서 여자들이 흑인을 못잊잖아,CENSURE,[1],['1']
그래도 남자는 키작은거 보단 차라리 못생긴게 낫다얼굴은 여자가 중요한거지 남자는 신체가 더 중요함,"Gender, Appearance","[8, 3]",['1']
젓갈 많이 들어간 전라도 김치는 영~,IMMORAL_NONE,[0],['1']
<위험> 당신은 지금 전라도 작전 제2장'경상도나 전라도나' 전술에 선동당하고 있습니다,Origin,[7],['7']
ㄷㄷ 저거 시아파잖아 시아파는 개슬람중에서도 존나 광적이고 무서운놈들임 절대 입국받아주면 안돼,Religion,[6],['5']
Vice는 안 보는게 답 존나 혈압만 오르는 새끼들임,profanity,[2],['1']
자영업자들은 인생의 기로에 서있고 온 국민이 힘을 모아 아등바등 살고 있는데 자칭 하나님을 믿는 다는 신념하나로 똘똘뭉친 사탄마귀 같은 인간들의 끝모를 이기심에 힘내서 살아오던 국민들이 힘들구나.... 이걸 계기로 우리나라 종교집단에 대한 터닝포인트가 되었으면 좋겠다.,Religion,[6],['1']
이새끼 전라도,Origin,[7],['1']
너 진짜 별것도 아닌일로 그렇게 화내는 꼴보면 선택적 분노 조절 장애환자냐?,Disabled,[4],"['1', '9']"
무고한 다른 사람 목숨 갖고 돈 벌고 원하는 것 얻는 거 진짜 악마같다. 진짜 세계의 악의 축은 미국 러시아 중국 이스라엘.,Racism,[5],['1']
아 나 반 배정 진짜 망했다 자살 각이다,VIOLENCE,[10],['1']
에라이 사업자 목사양반 대중교통이랑 비교를 하냐 이젠? 하나님이 시키든? 기도하니 알려주신거야?,Religion,[6],['1']
뇌절 드라마 좋다고 보는 인생 애잔하네.,CENSURE,[1],['1']
앞으로 한번만 더 오빠랑 비교하면 이 굴비로 그 목을 확 쑤셔버릴 줄 알아,VIOLENCE,[10],"['1', '9']"
386 공산주의 운동권은 시위하면서 떼씹하고 다녔다며,Age,[9],['1']
개독 가독성 ㅈ 같네,Religion,[6],['1']
너희 아버지는 거기서 너희 어머니 만나서 니 만들었나보다? 니 상태 보니까 딱 각 나오네,SEXUAL,[11],"['1', '9']"
조선인하고 조선족은 다른종자들임 저건 빼박 짱개 그자체,Racism,[5],['5']
이런건 걍 돈없고 멍청한 전라도 여자들 겨냥한 상술이지,Origin,[7],['1']
남자도문제지만 솔직히 요즘여자들도 문제많아 남자들은 이제 돈버는 기계인가?그리고 남자자망신좀들 그만시켜라 쪽팔려죽겠다 깜방말고 정신병원보내라 정신상태가썩어가지고,Disabled,[4],"['1', '9']"
왜 어제 또 밤새도록 떡쳤냐?,SEXUAL,[11],['1']
세계적으로 대책없는 미치광이 완전 똘아이집단 문슬람===이슬람,Religion,[6],['0']
#@#병 걸린 미각 장애인들이라 그런 쓰레기를 돈 주고 먹는 거임 ㅋㅋ,Disabled,[4],['1']
그러면 제일 원하는 이벤트는 뭐야,SEXUAL,[11],['1']
재기에 성공하길 바래요~ 청년시절에 팬으로서 마지막으로 응원해봅니다.,Age,[9],['1']
그 수장이 바로 그 유명한 빨갱이 #@인간및인간집단.인물.정치인.남성#,CENSURE,[1],['1']
나는 너를 볼때마다 이 칼로 너의 심장을 찔러버려서 너를 이 세상에서 없애고 싶어,VIOLENCE,[10],['1']
음모론이니 하면서 사람 정신병 환자 만들지 말고,Disabled,[4],['1']
즌라도에선 성희롱이 아니랑깽,Origin,[7],['1']
악플 단 사람 면상은 어떤지..인성이 쓰레긴건 알겠고,Appearance,[3],['1']
세월 좋네 아주 개랑 놀고 연예인들이랑 놀고,CENSURE,[1],['1']
고졸도 못한새끼가 당연히 면접떨어지지 정신병자새끼,Education,[1],['1']
남자던 여자던 신체적인거 말고는 솔직히 다른건 별로 없지. 있기는 하지만 이렇게까지 모든 남녀는 이렇다고 하기는 힘들지,IMMORAL_NONE,[0],['1']
박선교사님께 감사와 격려로 응원합니다~ 많은 동성애자들이 탈동성애자로 거듭나서 건강하고 떳떳한 삶을 누리시길 바랍니다~,Gender,[8],['1']
그냥..김생민 인생 조지게 싶어서 그런거 잖어..솔직히 말해라...실명까고...나와라.지잡대 나와서 방송국 스텝행세하지 말고.,Education,[1],['1']
씨발 뒤졌을대 기다리기 싫노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2],['1']
저번에 말한 수능 국어영역 일타 강사의 전공이 예상과 다르게 어문학 쪽이 아니라 미술이래.  미술대학 다니면서도 언어에 관심이 많아서  블로그에 국어영역 풀이를 올리곤 했는데 그게 또 대박이라네. 결국 직업은 전공과 달라도 자기가 좋아하는 일을 열심히 하면 성공하나봐.  나도 전공은 수학이지만 틈틈히 그림을 열심히 그려야겠다고 생각했어. 또 누가 아니? 내가 웹툰 작가로 성공할지?,IMMORAL_NONE,[0],['1']
백인들이 흑인들에 비해 외관상 보기에 훨씬 좋아보이는 건 사실이잖아요. 피부색만으로 사람을 평가하면 안 된다는 의견에는 동의하지만 현실적으로 백인들은 외모부터가 너무 우월해요. 외모 좋으면 사회에서 더 유리한 위치에 가기 쉽다는 것도 우리 모두 알잖아요.,IMMORAL_NONE,[0],['1']
절라도 새끼덜은 거의 대부분 ..처음에는.. 슬슬 분위기 맞춰주며.. 상대방 비위를 맟춰주고시간이 지나면서.. 서서히 뒷통수까기 시작하지.마지막 들통 나면.... 오히려 지가 화를 내지그게.. 전통적인 절라도 인성,Origin,[7],"['1', '9']"
똥꼬충집단 신라의 후예답네,Gender,[8],['1']
"""종교=정신병 먹사한테 신도가 성폭행 당해도 하나님의 자식입니다 이러고 있습니다.""",Disabled,[4],['1']
복음의 능력으로 탈동성애를 한 분들의 사례를 보니 교회는 동성애혐오세력이 아닙니다 오히려 선한 영향력을 주고 있습니다,Gender,[8],['0']
틀딱들 정말 답없네.. 모두 알바는 아닌 것 같은데 어찌 뇌구조가 저런지 모르겠네요.,Age,[9],"['1', '9']"
깜작이야 해체했다는 줄 알았잖아 기레기야,CENSURE,[1],['1']
사람위에 종교가 있는 병신같은 똥덩어리 무슬림 새끼들 전부다 종교에 미친 정신병자로 보인다,Religion,[6],['1']
저 드라마 여주인공은 남자한테 몸만 팔려고 하네,SEXUAL,[11],['1']
저개 뭐어때서 틀딱새끼들 꼬우면 너내도씹어보든가,Age,[9],['9']
제대로 알아야된다.ㅡ중국이나 외국에서 접속하는건 미미하지만 국내에있는 유학생과 조선족들이 대부분이라는게 골자다.접속할때 국적과 여권번호등으로 가입한 아이디가 나와야된다는거다.실명제처럼,Racism,[5],['5']
쟤도 참 체형이 어린 애 같네,SEXUAL,[11],['1']
지잡대수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Education,[1],"['1', '5']"
그런 조선족을 잡은 빅타이거 선생님 ㅠㅠㅠ,Racism,[5],"['1', '5']"
장애인들 여기서 주작 판정 나죠?,Disabled,[4],['1']
